1 0 0 |[0, 0, 0]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
614 0 0 |[4, 2, 1]| pvz-3gate-pressure
621 0 0 |[4, 2, 1]| pvz-3gate-pressure
622 0 0 |[4, 2, 1]| pvz-3gate-pressure
624 0 0 |[4, 2, 1]| pvz-3gate-pressure
624 0 0 |[4, 2, 1]| pvz-3gate-pressure
628 0 0 |[4, 2, 1]| pvz-3gate-pressure
634 0 0 |[4, 2, 1]| pvz-3gate-pressure
634 0 0 |[4, 2, 1]| pvz-3gate-pressure
643 0 0 |[4, 2, 1]| pvz-3gate-pressure
648 0 0 |[4, 2, 1]| pvz-3gate-pressure
648 0 0 |[4, 2, 1]| pvz-3gate-pressure
671 0 0 |[4, 2, 1]| pvz-3gate-pressure
671 0 0 |[4, 2, 1]| pvz-3gate-pressure
671 0 0 |[4, 2, 1]| pvz-3gate-pressure
671 0 0 |[4, 2, 1]| pvz-3gate-pressure
671 0 0 |[4, 2, 1]| pvz-3gate-pressure
671 0 0 |[4, 2, 1]| pvz-3gate-pressure
672 0 0 |[4, 2, 1]| pvz-3gate-pressure
672 0 0 |[4, 2, 1]| pvz-3gate-pressure
672 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
699 0 0 |[4, 2, 1]| pvz-3gate-pressure
700 0 0 |[4, 2, 1]| pvz-3gate-pressure
700 0 0 |[4, 2, 1]| pvz-3gate-pressure
700 0 0 |[4, 2, 1]| pvz-3gate-pressure
700 0 0 |[4, 2, 1]| pvz-3gate-pressure
707 0 0 |[4, 2, 1]| pvz-3gate-pressure
707 0 0 |[4, 2, 1]| pvz-3gate-pressure
707 0 0 |[4, 2, 1]| pvz-3gate-pressure
707 0 0 |[4, 2, 1]| pvz-3gate-pressure
708 0 0 |[4, 2, 1]| pvz-3gate-pressure
708 0 0 |[4, 2, 1]| pvz-3gate-pressure
716 0 0 |[4, 2, 1]| pvz-3gate-pressure
716 0 0 |[4, 2, 1]| pvz-3gate-pressure
749 0 0 |[4, 2, 1]| pvz-3gate-pressure
749 0 0 |[4, 2, 1]| pvz-3gate-pressure
749 0 0 |[4, 2, 1]| pvz-3gate-pressure
750 0 0 |[4, 2, 1]| pvz-3gate-pressure
754 0 0 |[4, 2, 1]| pvz-3gate-pressure
754 0 0 |[4, 2, 1]| pvz-3gate-pressure
755 0 0 |[4, 2, 1]| pvz-3gate-pressure
771 0 0 |[4, 2, 1]| pvz-3gate-pressure
788 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
789 0 0 |[4, 2, 1]| pvz-3gate-pressure
808 0 0 |[4, 2, 1]| pvz-3gate-pressure
808 0 0 |[4, 2, 1]| pvz-3gate-pressure
808 0 0 |[4, 2, 1]| pvz-3gate-pressure
808 0 0 |[4, 2, 1]| pvz-3gate-pressure
808 0 0 |[4, 2, 1]| pvz-3gate-pressure
808 0 0 |[4, 2, 1]| pvz-3gate-pressure
