539 0 0 |[0, 0, 0]| pvz-3gate-pressure
539 0 0 |[0, 0, 0]| pvz-3gate-pressure
542 0 0 |[0, 0, 0]| pvz-3gate-pressure
544 0 0 |[0, 0, 0]| pvz-3gate-pressure
556 0 0 |[0, 0, 0]| pvz-3gate-pressure
563 0 0 |[0, 0, 0]| pvz-3gate-pressure
564 0 0 |[0, 0, 0]| pvz-3gate-pressure
565 0 0 |[0, 0, 0]| pvz-3gate-pressure
565 0 0 |[0, 0, 0]| pvz-3gate-pressure
565 0 0 |[0, 0, 0]| pvz-3gate-pressure
574 0 0 |[0, 0, 0]| pvz-3gate-pressure
576 0 0 |[0, 0, 0]| pvz-3gate-pressure
580 0 0 |[0, 0, 0]| pvz-3gate-pressure
583 0 0 |[0, 0, 0]| pvz-3gate-pressure
588 0 0 |[0, 0, 0]| pvz-3gate-pressure
589 0 0 |[0, 0, 0]| pvz-3gate-pressure
590 0 0 |[0, 0, 0]| pvz-3gate-pressure
597 0 0 |[0, 0, 0]| pvz-3gate-pressure
607 0 0 |[0, 0, 0]| pvz-3gate-pressure
611 0 0 |[0, 0, 0]| pvz-3gate-pressure
611 0 0 |[0, 0, 0]| pvz-3gate-pressure
611 0 0 |[0, 0, 0]| pvz-3gate-pressure
614 0 0 |[0, 0, 0]| pvz-3gate-pressure
624 0 0 |[0, 0, 0]| pvz-3gate-pressure
624 0 0 |[0, 0, 0]| pvz-3gate-pressure
630 0 0 |[0, 0, 0]| pvz-3gate-pressure
631 0 0 |[0, 0, 0]| pvz-3gate-pressure
632 0 0 |[0, 0, 0]| pvz-3gate-pressure
638 0 0 |[0, 0, 0]| pvz-3gate-pressure
650 0 0 |[0, 0, 0]| pvz-3gate-pressure
653 0 0 |[0, 0, 0]| pvz-3gate-pressure
659 0 0 |[0, 0, 0]| pvz-3gate-pressure
661 0 0 |[0, 0, 0]| pvz-3gate-pressure
664 0 0 |[0, 0, 0]| pvz-3gate-pressure
674 0 0 |[0, 0, 0]| pvz-3gate-pressure
681 0 0 |[0, 0, 0]| pvz-3gate-pressure
681 0 0 |[0, 0, 0]| pvz-3gate-pressure
681 0 0 |[0, 0, 0]| pvz-3gate-pressure
710 0 0 |[0, 0, 0]| pvz-3gate-pressure
710 0 0 |[0, 0, 0]| pvz-3gate-pressure
723 0 0 |[0, 0, 0]| pvz-3gate-pressure
724 0 0 |[0, 0, 0]| pvz-3gate-pressure
727 0 0 |[0, 0, 0]| pvz-3gate-pressure
729 0 0 |[0, 0, 0]| pvz-3gate-pressure
729 0 0 |[0, 0, 0]| pvz-3gate-pressure
729 0 0 |[0, 0, 0]| pvz-3gate-pressure
730 0 0 |[0, 0, 0]| pvz-3gate-pressure
732 0 0 |[0, 0, 0]| pvz-3gate-pressure
734 0 0 |[0, 0, 0]| pvz-3gate-pressure
745 0 0 |[0, 0, 0]| pvz-3gate-pressure
745 0 0 |[0, 0, 0]| pvz-3gate-pressure
745 0 0 |[0, 0, 0]| pvz-3gate-pressure
745 0 0 |[0, 0, 0]| pvz-3gate-pressure
752 0 0 |[0, 0, 0]| pvz-3gate-pressure
755 0 0 |[0, 0, 0]| pvz-3gate-pressure
765 0 0 |[0, 0, 0]| pvz-3gate-pressure
765 0 0 |[0, 0, 0]| pvz-3gate-pressure
766 0 0 |[0, 0, 0]| pvz-3gate-pressure
778 0 0 |[0, 0, 0]| pvz-3gate-pressure
778 0 0 |[0, 0, 0]| pvz-3gate-pressure
780 0 0 |[0, 0, 0]| pvz-3gate-pressure
791 0 0 |[0, 0, 0]| pvz-3gate-pressure
801 0 0 |[0, 0, 0]| pvz-3gate-pressure
801 0 0 |[0, 0, 0]| pvz-3gate-pressure
807 0 0 |[0, 0, 0]| pvz-3gate-pressure
807 0 0 |[0, 0, 0]| pvz-3gate-pressure
807 0 0 |[0, 0, 0]| pvz-3gate-pressure
815 0 0 |[0, 0, 0]| pvz-3gate-pressure
832 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
833 0 0 |[0, 0, 0]| pvz-3gate-pressure
